PartNum,annual_demand,avg_unit_cost,holding_cost_per_unit,eoq,orders_per_year,avg_cycle_stock,total_annual_cost,ordering_cost_assumption,holding_cost_rate
6309217,3220.4,3.5741875,0.8935,600.35,5.36,300.18,536.21,50,0.25
6309221,56940.0,4.63,1.1575,2217.93,25.67,1108.96,2567.12,50,0.25
6309239,3843.81,3.4054838709677417,0.8514,671.91,5.72,335.96,572.04,50,0.25
6309241,215.16,3.7163200000000005,0.9291,152.18,1.41,76.09,141.2,50,0.25
6309242,31.22,14.37,3.5925,29.48,1.06,14.74,105.95,50,0.25
6309250,1828.2,3.4050000000000002,0.8512,463.44,3.94,231.72,394.24,50,0.25
6309256,606.65,13.063866666666668,3.266,136.29,4.45,68.14,445.05,50,0.25
6309260,73.0,47.72,11.93,24.74,2.95,12.37,295.07,50,0.25
6309277,180.04,2.98,0.745,155.46,1.16,77.73,115.91,50,0.25
6309278,115.82,51.15,12.7875,30.1,3.85,15.05,384.95,50,0.25
6309281,73.37,32.5,8.125,30.05,2.44,15.02,244.04,50,0.25
6309285,330.24,8.139999999999999,2.035,127.39,2.59,63.7,259.13,50,0.25
6309286,483.53,3.79,0.9475,225.9,2.14,112.95,214.02,50,0.25
6309288,8446.83,3.6717716666666664,0.9179,959.29,8.81,479.64,880.76,50,0.25
6309297,3650.0,2.15,0.5375,824.06,4.43,412.03,442.97,50,0.25
6309299,7300.0,10.04,2.51,539.29,13.54,269.64,1353.8,50,0.25
6309300,4380.0,2.5,0.625,837.14,5.23,418.57,523.11,50,0.25
6309301,118.7,8.346666666666666,2.0867,75.42,1.57,37.71,157.19,50,0.25
6309302,8760.0,27.64,6.91,356.05,24.6,178.02,2460.12,50,0.25
6309304,5972.73,13.31,3.3275,423.67,14.1,211.84,1409.9,50,0.25
6309307,365.0,5.2975,1.3244,166.01,2.2,83.0,219.93,50,0.25
6309308,113.6,4.476675,1.1192,100.75,1.13,50.38,112.89,50,0.25
6309310,30494.19,3.1365825,0.7841,1972.07,15.46,986.04,1546.15,50,0.25
6309311,161.19,3.2079,0.802,141.77,1.14,70.89,113.85,50,0.25
6309313,3747.52,5.6000000000000005,1.4,517.38,7.24,258.69,724.17,50,0.25
6309319,365.0,49.55,12.3875,54.28,6.72,27.14,672.2,50,0.25
6309328,3750.49,2.905,0.7262,718.65,5.22,359.32,521.94,50,0.25
6309329,67.38,11.99,2.9975,47.41,1.42,23.7,142.04,50,0.25
6309333,781.1,2.8503294117647062,0.7126,331.08,2.36,165.54,235.96,50,0.25
6309337,81760.0,3.4968,0.8742,3058.19,26.73,1529.1,2673.24,50,0.25
6309347,383.77,10.119,2.5298,123.17,3.12,61.58,311.79,50,0.25
6309348,44940.0,3.123125,0.7808,2399.09,18.73,1199.54,1873.1,50,0.25
6309351,527.4,18.8611,4.7153,105.76,4.99,52.88,498.85,50,0.25
6309354,5212.56,14.62308,3.6558,377.6,13.8,188.8,1380.22,50,0.25
6309355,1411.22,3.3364545454545453,0.8341,411.33,3.43,205.66,343.04,50,0.25
6309359,431.29,21.833333333333332,5.4583,88.89,4.85,44.44,485.07,50,0.25
6309362,20470.37,5.208,1.302,1253.88,16.33,626.94,1632.78,50,0.25
6309364,217.35,3.9120749999999997,0.978,149.08,1.46,74.54,145.9,50,0.25
6309366,357.96,10.930831111111111,2.7327,114.45,3.13,57.22,312.87,50,0.25
6309370,520.4,1.031075,0.2578,449.29,1.16,224.64,115.91,50,0.25
6309372,2333.39,3.9715000000000003,0.9929,484.78,4.81,242.39,481.17,50,0.25
6309373,219000.0,6.53,1.6325,3662.65,59.79,1831.32,5979.13,50,0.25
6309377,816.57,129.01,32.2525,50.32,16.23,25.16,1622.97,50,0.25
6309380,14391.43,16.725,4.1812,586.68,24.53,293.34,2453.01,50,0.25
6309388,36500.0,8.7,2.175,1295.44,28.18,647.72,2817.79,50,0.25
6309391,186150.0,4.4748,1.1187,4079.2,45.63,2039.6,4563.2,50,0.25
6309395,244.93,44.01938571428571,11.0048,47.18,5.19,23.59,519.1,50,0.25
6309399,12977.78,2.25,0.5625,1518.93,8.54,759.46,854.2,50,0.25
6309401,35.32,238.46499999999997,59.6162,7.7,4.59,3.85,459.02,50,0.25
6309406,44530.0,2.5141,0.6285,2661.79,16.73,1330.9,1672.97,50,0.25
6309500,376.77,7.28,1.82,143.88,2.62,71.94,261.93,50,0.25
6309501,49549.44,3.031333333333333,0.7578,2557.07,19.38,1278.54,1937.88,50,0.25
6309502,31137.44,2.9523333333333333,0.7381,2053.92,15.16,1026.96,1516.0,50,0.25
6309517,219.0,3.9758000000000004,0.994,148.43,1.48,74.22,147.77,50,0.25
6309521,14391.43,8.82,2.205,807.88,17.81,403.94,1781.19,50,0.25
6309528,3650.0,5.72,1.43,505.22,7.22,252.61,722.23,50,0.25
6309531,1295.41,6.703999999999999,1.676,278.01,4.66,139.0,465.96,50,0.25
6309547,365.0,15.02,3.755,98.59,3.7,49.3,370.12,50,0.25
6309554,3857.22,6.097625000000001,1.5244,503.02,7.67,251.51,766.9,50,0.25
6309565,7300.0,5.88,1.47,704.7,10.36,352.35,1035.95,50,0.25
6309566,27.92,13.235,3.3088,29.05,0.96,14.52,96.04,50,0.25
6309570,7300.0,20.8,5.2,374.68,19.48,187.34,1948.17,50,0.25
6309575,882.38,4.709299166666667,1.1773,273.77,3.22,136.88,322.15,50,0.25
6309584,254.65,11.46,2.865,94.28,2.7,47.14,270.06,50,0.25
6309585,5778.36,2.598181818181818,0.6495,943.22,6.13,471.61,612.81,50,0.25
6309586,5928.79,2.75593,0.689,927.63,6.39,463.82,639.07,50,0.25
6309590,43800.0,23.6833,5.9208,860.1,50.92,430.05,5092.24,50,0.25
6309591,21900.0,10.0,2.5,935.95,23.4,467.98,2339.95,50,0.25
6309592,322.06,3.39,0.8475,194.94,1.65,97.47,165.11,50,0.25
6309593,730.0,56.83,14.2075,71.68,10.18,35.84,1018.2,50,0.25
6309596,2262.07,23.658461538461538,5.9146,195.56,11.57,97.78,1156.83,50,0.25
6309612,1868.45,10.3025,2.5756,269.34,6.94,134.67,693.86,50,0.25
6309613,584.0,156.2225,39.0556,38.67,15.1,19.34,1510.34,50,0.25
6309614,502.29,152.45675,38.1142,36.3,13.84,18.15,1383.77,50,0.25
6309615,102.12,729.0699999999999,182.2675,7.49,13.63,3.74,1363.18,50,0.25
6309616,7300.0,4.1566,1.0392,838.13,8.71,419.06,870.99,50,0.25
6310007,8194.25,5.68,1.42,759.64,10.79,379.82,1078.84,50,0.25
6310007-3,3650.0,253.7389,63.4347,75.85,48.12,37.92,4811.44,50,0.25
6310007-4A,730.0,314.48,78.62,30.47,23.96,15.24,2396.17,50,0.25
6310030-1,1.56,1033.8400000000001,258.46,0.78,2.0,0.39,200.8,50,0.25
6310069,91250.0,2.1641,0.541,4106.93,22.22,2053.46,2221.92,50,0.25
6310070,73000.0,0.68,0.17,6552.95,11.14,3276.48,1114.0,50,0.25
6310092,12296.85,3.62,0.905,1165.66,10.55,582.83,1054.96,50,0.25
6310092-10,26.43,169.16435,42.2911,7.91,3.34,3.96,334.47,50,0.25
6310092-12,39.05,1248.177534883721,312.0444,3.54,11.03,1.77,1103.82,50,0.25
6310092-14,72.46,1438.8761643835617,359.719,4.49,16.14,2.24,1612.77,50,0.25
6310092-3,7.04,206.08,51.52,3.7,1.9,1.85,190.31,50,0.25
6310092-6A,126.09,284.09827956989244,71.0246,13.32,9.47,6.66,946.52,50,0.25
6310093,467.2,7.29,1.8225,160.11,2.92,80.06,291.91,50,0.25
6310095-1,45.02,129.87578125,32.4689,11.78,3.82,5.89,382.24,50,0.25
6310098,6194.05,2.06,0.515,1096.69,5.65,548.34,564.9,50,0.25
6310098-1,35.82,92.98666666666668,23.2467,12.41,2.89,6.2,288.63,50,0.25
6310098-1B,52.07,129.5905,32.3976,12.68,4.11,6.34,410.9,50,0.25
6310098-1B-REM,17520.0,4.15625,1.0391,1298.49,13.49,649.24,1349.13,50,0.25
6310098-2,401.14,103.90908536585366,25.9773,39.3,10.21,19.65,1020.95,50,0.25
6310101-2A,96.29,118.7775,29.6944,18.01,5.35,9.01,535.05,50,0.25
6310101-3,164.25,98.821875,24.7055,25.78,6.37,12.89,636.95,50,0.25
6310101-5,43.39,126.013125,31.5033,11.74,3.7,5.87,369.92,50,0.25
6310102,2197.3,0.95,0.2375,961.86,2.28,480.93,228.22,50,0.25
6310102-2,7300.0,81.25,20.3125,189.57,38.51,94.78,3850.72,50,0.25
6310102-3,179.66,79.10246153846154,19.7756,30.14,5.96,15.07,596.02,50,0.25
6310104-1,365.0,31.02,7.755,68.6,5.32,34.3,532.0,50,0.25
6310104-1A,22.88,33.364761904761906,8.3412,16.56,1.38,8.28,138.07,50,0.25
6310106-2,14.85,107.046,26.7615,7.45,1.99,3.72,199.05,50,0.25
6310109-2,94.37,118.33333333333333,29.5833,17.86,5.28,8.93,528.18,50,0.25
6310164-5,11.31,765.75,191.4375,2.43,4.65,1.22,466.05,50,0.25
6310164-6,36.15,377.9526666666667,94.4882,6.19,5.84,3.1,584.91,50,0.25
6310180-2A,91.39,246.9,61.725,12.17,7.51,6.08,750.79,50,0.25
6310181-2,290.11,150.41781818181818,37.6045,27.78,10.44,13.89,1044.33,50,0.25
6310203-1,85.7,225.14212631578948,56.2855,12.34,6.94,6.17,694.28,50,0.25
6310207,2051.3,1.07,0.2675,875.69,2.34,437.84,234.12,50,0.25
6310208-2,15.94,577.778,144.4445,3.32,4.8,1.66,479.78,50,0.25
6310208-5,11.11,287.25,71.8125,3.93,2.83,1.96,282.25,50,0.25
6310214-1,221.59,50.385,12.5962,41.94,5.28,20.97,528.14,50,0.25
6310216,248.2,9.75,2.4375,100.91,2.46,50.46,246.0,50,0.25
6310217-3,63.76,307.5483684210526,76.8871,9.11,7.0,4.56,700.61,50,0.25
6310218-1,9.73,699.84,174.96,2.36,4.12,1.18,412.45,50,0.25
6310219-2,9.75,1019.4242857142857,254.8561,1.96,4.97,0.98,498.26,50,0.25
6310230,11884.4,2.7,0.675,1326.9,8.96,663.45,895.83,50,0.25
6310230-1A,5475.0,126.6412,31.6603,131.5,41.63,65.75,4163.16,50,0.25
6310230-2,11.01,199.885,49.9712,4.69,2.35,2.35,234.93,50,0.25
6310230-2A,453.27,206.20916116504856,51.5523,29.65,15.29,14.82,1528.51,50,0.25
6310230-3A,565.62,267.3717142857143,66.8429,29.09,19.44,14.54,1943.9,50,0.25
6310230-5A,706.97,275.8482658959538,68.9621,32.02,22.08,16.01,2208.08,50,0.25
6310230-8,1059.53,146.95381395348838,36.7385,53.7,19.73,26.85,1972.93,50,0.25
6310230-8A,1721.5,134.07049532967034,33.5176,71.67,24.02,35.84,2402.27,50,0.25
6310231,788400.0,3.3256,0.8314,9737.97,80.96,4868.98,8096.07,50,0.25
6310231-3,52.7,184.32000000000002,46.08,10.69,4.93,5.34,492.57,50,0.25
6310257-3,730.0,1043.99,260.9975,16.72,43.66,8.36,4364.94,50,0.25
6310257-5,41.41,537.2104761904762,134.3026,5.55,7.46,2.78,746.36,50,0.25
6310259-1,24.94,799.7,199.925,3.53,7.07,1.76,705.37,50,0.25
6310259-4,42.79,266.57,66.6425,8.01,5.34,4.0,533.57,50,0.25
6310259-4-REM,553861.95,1.335,0.3338,12881.24,43.0,6440.62,4299.88,50,0.25
6310261-5,365.0,802.9,200.725,13.48,27.08,6.74,2706.89,50,0.25
6310264-2,14.04,1442.25,360.5625,1.97,7.13,0.98,709.85,50,0.25
6310264-3,4.09,542.83,135.7075,1.74,2.35,0.87,235.57,50,0.25
6310268-5,28.38,303.28078260869563,75.8202,6.12,4.64,3.06,464.01,50,0.25
6310268-6,1095.0,272.5,68.125,40.09,27.31,20.05,2731.41,50,0.25
6310272-1-REM,35.36,222.75328,55.6883,7.97,4.44,3.98,443.64,50,0.25
6310274-4,88.34,156.63115056179774,39.1578,15.02,5.88,7.51,588.08,50,0.25
6310274-5,86.57,258.97990833333336,64.745,11.56,7.49,5.78,748.73,50,0.25
6310274-6,31.3,77.64302956521739,19.4108,12.7,2.46,6.35,246.26,50,0.25
6310277-3,365.0,45.61,11.4025,56.58,6.45,28.29,645.08,50,0.25
6310281-1-REM,29200.0,4.0625,1.0156,1695.63,17.22,847.82,1722.05,50,0.25
6310281-2,128.73,180.75714285714287,45.1893,16.88,7.63,8.44,762.9,50,0.25
6310283-1,23.7,635.745,158.9362,3.86,6.14,1.93,613.75,50,0.25
6310283-3,214.44,798.0266666666666,199.5067,10.37,20.68,5.18,2067.44,50,0.25
6310283-4,82.12,653.385,163.3462,7.09,11.58,3.54,1157.25,50,0.25
6310283-5,104.94,1025.0,256.25,6.4,16.4,3.2,1640.0,50,0.25
6310283-6,41.06,854.01,213.5025,4.39,9.35,2.19,935.07,50,0.25
6310285-1,5.87,1234.2,308.55,1.38,4.25,0.69,425.4,50,0.25
6310286-1,18.12,540.485,135.1212,3.66,4.95,1.83,494.77,50,0.25
6310286-2,24.73,434.62111111111113,108.6553,4.77,5.18,2.38,517.6,50,0.25
6310288-1-REM,51.15,101.378075,25.3445,14.21,3.6,7.1,359.95,50,0.25
6310291-1,11.77,742.6466666666666,185.6617,2.52,4.67,1.26,467.43,50,0.25
6310291-4,8.4,583.392,145.848,2.4,3.5,1.2,350.02,50,0.25
6310291-5,365.0,564.0,141.0,16.09,22.68,8.04,2267.64,50,0.25
6310295,1787.76,2.81125,0.7028,504.36,3.54,252.18,354.23,50,0.25
6310296-1,91.92,142.56083333333333,35.6402,16.06,5.72,8.03,572.19,50,0.25
6310300,1879.75,172.21,43.0525,66.08,28.45,33.04,2844.95,50,0.25
6310300-1,365.0,558.59,139.6475,16.17,22.57,8.09,2258.25,50,0.25
6310300-1-REM,36.61,194.63016666666667,48.6575,8.67,4.22,4.34,422.17,50,0.25
6310306,64943.64,5.11655,1.2791,2253.28,28.82,1126.64,2882.09,50,0.25
6310306-1,111.98,1314.4449,328.6112,5.84,19.17,2.92,1918.04,50,0.25
6310307-1,365.0,473.91,118.4775,17.55,20.8,8.78,2080.23,50,0.25
6310307-1-REM,33945.0,0.965,0.2412,3751.45,9.05,1875.72,904.92,50,0.25
6310309,47085.0,2.25,0.5625,2893.21,16.27,1446.6,1627.21,50,0.25
6310309-1-REM,11.33,54.329750000000004,13.5824,9.13,1.24,4.57,124.07,50,0.25
6310312-1,9.32,926.4437444444443,231.6109,2.01,4.64,1.0,463.61,50,0.25
6310312-3,9.97,625.9661538461539,156.4915,2.52,3.96,1.26,395.18,50,0.25
6310312-4,21.86,1148.262,287.0655,2.76,7.92,1.38,792.15,50,0.25
6310312-5,23.45,1015.1899999999999,253.7975,3.04,7.71,1.52,771.27,50,0.25
6310312-8,31.78,960.7090625,240.1773,3.64,8.73,1.82,873.62,50,0.25
6310316,14600.0,33.82,8.455,415.55,35.13,207.78,3513.28,50,0.25
6310316-1,10.74,1276.0033333333333,319.0008,1.83,5.87,0.92,586.98,50,0.25
6310317-1-REM,45.92,71.79745,17.9494,15.99,2.87,8.0,287.1,50,0.25
6310323-1,31.26,121.22,30.305,10.16,3.08,5.08,307.95,50,0.25
6310327,3675.55,3.0,0.75,700.05,5.25,350.02,525.02,50,0.25
6310327-1,127.43,149.84,37.46,18.44,6.91,9.22,690.88,50,0.25
6310327-2,47.67,199.79,49.9475,9.77,4.88,4.88,487.74,50,0.25
6310328-1-REM,56695.45,169.5995,42.3999,365.67,155.05,182.84,15504.9,50,0.25
6310342,12775.0,100.2443,25.0611,225.78,56.58,112.89,5658.15,50,0.25
6310345-1,1355.71,325.08000000000004,81.27,40.84,33.2,20.42,3319.53,50,0.25
6310346-1,365.0,871.2,217.8,12.95,28.19,6.48,2820.84,50,0.25
6310357-1,44.61,982.16,245.54,4.26,10.47,2.13,1046.5,50,0.25
6310368-1,29.83,7147.6403125,1786.9101,1.29,23.12,0.64,2299.62,50,0.25
6310368-1-REM,296.73,60.763918000000004,15.191,44.2,6.71,22.1,671.22,50,0.25
6310368-2,33.37,5640.950980392156,1410.2377,1.54,21.67,0.77,2169.38,50,0.25
6310368-3,10.49,6845.590097142857,1711.3975,0.78,13.45,0.39,1339.95,50,0.25
6310368-3-REM,167.89,47.536474285714284,11.8841,37.59,4.47,18.8,446.92,50,0.25
6310379,175200.0,5.7667,1.4417,3486.02,50.26,1743.01,5025.9,50,0.25
6310379-1,2654.55,13.722925,3.4307,278.17,9.54,139.08,954.14,50,0.25
6318K3,2920.0,222.61,55.6525,72.44,40.31,36.22,4031.23,50,0.25
6319003-1,17.18,550.3575,137.5894,3.53,4.87,1.76,485.66,50,0.25
6319003-3,33.18,834.8900000000001,208.7225,3.99,8.32,2.0,833.44,50,0.25
6319023,2920.0,71.095,17.7738,128.17,22.78,64.08,2277.95,50,0.25
6319023-1,6.28,841.8166666666666,210.4542,1.73,3.63,0.86,362.49,50,0.25
6319032-7,752.19,110.13444444444445,27.5336,52.27,14.39,26.14,1439.23,50,0.25
6319048-1A,63145.0,89.85,22.4625,530.2,119.1,265.1,11909.81,50,0.25
6319050,10.79,99.27333333333333,24.8183,6.59,1.64,3.3,163.9,50,0.25
6319060-1,16.15,1225.9089655172413,306.4772,2.3,7.02,1.15,703.45,50,0.25
6319061-1A,2.96,756.255,189.0638,1.25,2.37,0.62,235.72,50,0.25
6319061-2,19.38,2043.065675675676,510.7664,1.95,9.94,0.98,997.55,50,0.25
6319062-2,124.81,1565.105,391.2762,5.65,22.09,2.82,2207.9,50,0.25
6319062-3,34.68,434.685,108.6712,5.65,6.14,2.82,613.45,50,0.25
6319063-5,82.62,1012.27,253.0675,5.71,14.47,2.86,1447.27,50,0.25
6319063-7,101.97,1325.5433333333333,331.3858,5.55,18.37,2.78,1839.75,50,0.25
631906307,14600.0,1297.34,324.335,67.09,217.62,33.54,21759.2,50,0.25
6319064-1,443.02,749.324,187.331,15.38,28.8,7.69,2880.58,50,0.25
6319064-2,20440.0,792.93,198.2325,101.54,201.3,50.77,20129.26,50,0.25
6319064-4,77.08,969.31,242.3275,5.64,13.67,2.82,1366.86,50,0.25
631906402,303.76,805.64356,201.4109,12.28,24.74,6.14,2473.66,50,0.25
6319066-2,2920.0,761.68,190.42,39.16,74.57,19.58,7456.92,50,0.25
6319066-3,435.15,427.345625,106.8364,20.18,21.56,10.09,2155.98,50,0.25
6319068,11680.0,17.0887,4.2722,522.87,22.34,261.44,2233.92,50,0.25
6319073-2,121.19,224.84666666666666,56.2117,14.68,8.26,7.34,825.59,50,0.25
6319073-5,37.65,347.42952857142853,86.8574,6.58,5.72,3.29,571.76,50,0.25
6319073-6,17.83,461.9266666666667,115.4817,3.93,4.54,1.96,453.34,50,0.25
6319073-7,59.53,367.0,91.75,8.05,7.4,4.03,739.75,50,0.25
6319075,94170.0,5.1798,1.295,2696.63,34.92,1348.32,3492.07,50,0.25
6319077-1,184.27,603.16,150.79,11.05,16.68,5.52,1666.36,50,0.25
6319077-3,730.0,1237.0,309.25,15.36,47.53,7.68,4751.54,50,0.25
6319077-9,8.49,2848.605,712.1512,1.09,7.79,0.55,781.18,50,0.25
631907702,365.0,4363.25,1090.8125,5.78,63.15,2.89,6309.95,50,0.25
6319078-1A,499.86,208.0,52.0,31.0,16.12,15.5,1612.0,50,0.25
6319090-1,213.8,263.21000000000004,65.8025,18.03,11.86,9.02,1186.54,50,0.25
6319099,649.45,4.838333333333334,1.2096,231.71,2.8,115.86,280.14,50,0.25
6319100-1,728.77,142.46666666666667,35.6167,45.23,16.11,22.62,1611.15,50,0.25
6319100-3,39055.0,141.8,35.45,331.92,117.66,165.96,11766.28,50,0.25
6319100-4,64970.0,148.17,37.0425,418.8,155.13,209.4,15513.2,50,0.25
6319100-5,68.99,239.445,59.8612,10.74,6.42,5.37,642.45,50,0.25
6319106-1,365.0,2122.22,530.555,8.29,44.03,4.14,4398.0,50,0.25
6319106-1-REM,1335.9,43.0601,10.765,111.4,11.99,55.7,1199.11,50,0.25
6319107-1,49464.97,2.6497142857142855,0.6624,2732.68,18.1,1366.34,1810.06,50,0.25
6319107-2,105627.01,2.6504874999999997,0.6626,3992.65,26.46,1996.32,2645.76,50,0.25
6319107-3,4927500.0,2.52,0.63,27966.82,176.19,13983.41,17619.05,50,0.25
6319111,369.04,1.16,0.29,356.73,1.03,178.36,103.22,50,0.25
6319112,706.48,84.62,21.155,57.79,12.22,28.9,1222.38,50,0.25
6319120-1,137.34,417.85599999999994,104.464,11.47,11.97,5.74,1198.12,50,0.25
6319120-5,14600.0,4.7487,1.1872,1108.96,13.17,554.48,1316.78,50,0.25
6319120-7,7300.0,408.2,102.05,84.58,86.31,42.29,8631.19,50,0.25
6319129-1,17885.0,673.09,168.2725,103.1,173.47,51.55,17347.95,50,0.25
6319129-2,444.29,819.3638461538461,204.841,14.73,30.16,7.36,3015.63,50,0.25
6319130,25.93,9.6,2.4,32.87,0.79,16.43,78.93,50,0.25
6319131-1,768.29,652.3085333333333,163.0771,21.71,35.39,10.86,3540.52,50,0.25
6319131-2,322.06,891.2966666666666,222.8242,12.02,26.79,6.01,2678.67,50,0.25
6319131-3,380.24,707.19,176.7975,14.67,25.92,7.34,2593.69,50,0.25
631913101,29930.0,625.81,156.4525,138.31,216.4,69.16,21640.25,50,0.25
631913105,36135.0,523.1,130.775,166.23,217.38,83.12,21739.02,50,0.25
6319134,14600.0,12.95,3.2375,671.54,21.74,335.77,2174.06,50,0.25
6319136,15.94,296.3333333333333,74.0833,4.64,3.44,2.32,343.87,50,0.25
6319153-1,6205.0,769.08,192.27,56.81,109.22,28.4,10921.47,50,0.25
6319155-1,89.49,245.55428571428573,61.3886,12.07,7.41,6.04,741.29,50,0.25
6319156,23.82,75.58550000000001,18.8964,11.23,2.12,5.62,212.2,50,0.25
6319160,48.34,14.565,3.6412,36.44,1.33,18.22,132.84,50,0.25
6319164-1,81395.0,223.27,55.8175,381.87,213.15,190.94,21315.29,50,0.25
6319171-1,5.95,127.50888888888888,31.8772,4.32,1.38,2.16,137.85,50,0.25
6319172-3,35040.0,108.24,27.06,359.85,97.37,179.92,9737.14,50,0.25
6319178-1,21947.88,3.12,0.78,1677.45,13.08,838.72,1308.2,50,0.25
6319178-2,4745000.0,3.15,0.7875,24546.68,193.31,12273.34,19330.76,50,0.25
6319195,365.0,199.5,49.875,27.05,13.49,13.52,1348.81,50,0.25
6319202-1,1125.36,197.85727272727271,49.4643,47.7,23.59,23.85,2359.22,50,0.25
6319207,3650.0,25.0,6.25,241.66,15.1,120.83,1510.19,50,0.25
6320034,4206.56,0.581857142857143,0.1455,1700.33,2.47,850.16,247.2,50,0.25
6320245,183.35,23.5,5.875,55.86,3.28,27.93,328.09,50,0.25
6320254,7300.0,90.44,22.61,179.68,40.63,89.84,4062.78,50,0.25
6320255,7300.0,90.44,22.61,179.68,40.63,89.84,4062.78,50,0.25
6320272,241.8,30.535714285714285,7.6339,56.28,4.3,28.14,429.82,50,0.25
6320279,592.7,9.383750000000001,2.3459,158.95,3.73,79.47,372.93,50,0.25
6320333,3467.5,12.497352941176471,3.1243,333.14,10.41,166.57,1040.91,50,0.25
6320352,7300.0,102.123,25.5308,169.09,43.17,84.54,4316.87,50,0.25
6320361,162.98,17.52,4.38,61.0,2.67,30.5,267.09,50,0.25
6320371,18250.0,0.94,0.235,2786.75,6.55,1393.38,654.94,50,0.25
6320372,18250.0,0.84,0.21,2947.96,6.19,1473.98,619.04,50,0.25
6320495,18250.0,0.84,0.21,2947.96,6.19,1473.98,619.04,50,0.25
6320498,18250.0,0.94,0.235,2786.75,6.55,1393.38,654.94,50,0.25
6320499,18250.0,0.96,0.24,2757.57,6.62,1378.78,661.91,50,0.25
6320577,42.37,39.975,9.9938,20.59,2.06,10.3,205.94,50,0.25
6320585,142.27,371.26,92.815,12.38,11.49,6.19,1149.02,50,0.25
6320586,10950.0,94.77,23.6925,214.98,50.93,107.49,5093.21,50,0.25
6320591,1147.51,139.4665,34.8666,57.37,20.0,28.68,1999.97,50,0.25
6320642,112.31,212.05,53.0125,14.56,7.71,7.28,771.43,50,0.25
6320678,730.0,170.05,42.5125,41.44,17.62,20.72,1761.86,50,0.25
6320704,328.83,0.0,0.0,,,,,50,0.25
6320782,92.08,28.305,7.0762,36.07,2.55,18.04,255.15,50,0.25
6320836,3650.0,10.19,2.5475,378.52,9.64,189.26,964.14,50,0.25
6320844,1460.0,19.0,4.75,175.32,8.33,87.66,832.88,50,0.25
6320876,222.17,170.05,42.5125,22.86,9.72,11.43,971.92,50,0.25
6320898,83.54,6.97,1.7425,69.24,1.21,34.62,120.83,50,0.25
6320928,52.72,288.43999999999994,72.11,8.55,6.17,4.28,617.13,50,0.25
6320981,26.01,83.1225,20.7806,11.19,2.32,5.6,232.37,50,0.25
6320982,8.21,59.77,14.9425,7.41,1.11,3.7,110.79,50,0.25
6320983,16.68,98.22999999999999,24.5575,8.24,2.02,4.12,202.18,50,0.25
6321005,127750.0,1.9,0.475,5186.01,24.63,2593.0,2463.18,50,0.25
6321035,2125030.0,5.64,1.41,12276.46,173.1,6138.23,17309.9,50,0.25
6321035-A,35157.95,5.284,1.321,1631.4,21.55,815.7,2155.04,50,0.25
6321055,14.21,116.1,29.025,7.0,2.03,3.5,203.09,50,0.25
6322004,1329.58,199.5175,49.8794,51.63,25.75,25.82,2575.39,50,0.25
6322029,1825.0,24.19,6.0475,173.72,10.51,86.86,1050.79,50,0.25
6322054,1108.13,0.8328571428571429,0.2082,729.55,1.52,364.78,151.95,50,0.25
6322057,365.0,135.61,33.9025,32.81,11.12,16.4,1112.0,50,0.25
6322065,30.42,40.43,10.1075,17.35,1.75,8.68,175.23,50,0.25
6322074,580.71,17.010833333333334,4.2527,116.85,4.97,58.42,496.94,50,0.25
6322079,4363.42,810.5668000000001,202.6417,46.4,94.04,23.2,9403.29,50,0.25
6322082,806.4,4.28,1.07,274.53,2.94,137.26,293.87,50,0.25
6322090,7300.0,11.67,2.9175,500.21,14.59,250.1,1459.17,50,0.25
6322132,54750.0,1.581,0.3952,3722.06,14.71,1861.03,1470.98,50,0.25
6322139,54750.0,0.38,0.095,7591.55,7.21,3795.78,721.1,50,0.25
6322147,365.0,332.28784,83.072,20.96,17.41,10.48,1741.09,50,0.25
6322150,595.28,158.220625,39.5552,38.79,15.35,19.4,1534.87,50,0.25
6322154,1036.97,4.8775,1.2194,291.62,3.56,145.81,355.8,50,0.25
6322155,554.86,2.226,0.5565,315.76,1.76,157.88,175.86,50,0.25
6322156,973.33,2.0890909090909093,0.5223,431.69,2.25,215.84,225.23,50,0.25
6322168,730.0,140.0,35.0,45.67,15.98,22.84,1598.4,50,0.25
6322180,4338.5,903.9630000000001,225.9908,43.82,99.01,21.91,9901.96,50,0.25
6322204,8.76,168.77,42.1925,4.56,1.92,2.28,192.2,50,0.25
6322205,20.32,144.4,36.1,7.5,2.71,3.75,270.88,50,0.25
6322206,45.73,30.34,7.585,24.55,1.86,12.28,186.14,50,0.25
6322216,54.66,101.38857142857141,25.3471,14.68,3.72,7.34,372.05,50,0.25
6322217,45.18,272.65,68.1625,8.14,5.55,4.07,554.92,50,0.25
6322219,4380.0,127.0,31.75,117.45,37.29,58.72,3728.86,50,0.25
6322225,3650.0,140.34,35.085,102.0,35.78,51.0,3578.34,50,0.25
6322228,60.97,109.34,27.335,14.93,4.08,7.46,407.92,50,0.25
6322229,7300.0,134.05,33.5125,147.59,49.46,73.8,4946.22,50,0.25
6322243,11.23,63.0,15.75,8.44,1.33,4.22,132.96,50,0.25
6322245,24.7,124.31,31.0775,8.92,2.77,4.46,277.11,50,0.25
6322253,3650.0,123.01,30.7525,108.94,33.5,54.47,3350.09,50,0.25
6322255,9125.0,13.18,3.295,526.25,17.34,263.12,1733.98,50,0.25
