PartNum,annual_demand,avg_unit_cost,holding_cost_per_unit,eoq,orders_per_year,avg_cycle_stock,total_annual_cost,ordering_cost_assumption,holding_cost_rate
6303185,15330.0,1.3505,0.3376,2130.93,7.19,1065.46,719.2,50,0.25
6303186,3734.11,0.84411,0.211,1330.31,2.81,665.16,280.85,50,0.25
6303187,698.98,0.8525600000000001,0.2131,572.72,1.22,286.36,122.02,50,0.25
6303188,3487.61,0.7421611111111112,0.1855,1371.17,2.54,685.58,254.18,50,0.25
6303195,5126.59,0.8125611111111112,0.2031,1588.76,3.23,794.38,322.84,50,0.25
6303196,73000.0,0.5,0.125,7641.99,9.55,3821.0,955.12,50,0.25
6303199,2938.08,0.7391947368421053,0.1848,1260.9,2.33,630.45,233.01,50,0.25
6303206,325.69,0.84895,0.2122,391.77,0.83,195.88,83.07,50,0.25
6303207,1386.08,1.0025666666666666,0.2506,743.71,1.86,371.86,186.19,50,0.25
6303209,5059.79,0.7064,0.1766,1692.66,2.99,846.33,298.96,50,0.25
6303211,239440.0,0.733,0.1832,11432.35,20.94,5716.18,2094.2,50,0.25
6303214,284700.0,0.8251,0.2063,11747.46,24.24,5873.73,2423.75,50,0.25
6303217,299.96,1.04,0.26,339.66,0.88,169.83,88.16,50,0.25
6303221,435.12,3.4933333333333336,0.8733,223.21,1.95,111.6,194.96,50,0.25
6303223,949.32,2.201111111111111,0.5503,415.34,2.29,207.67,228.78,50,0.25
6303226,140.13,88.74333333333334,22.1858,25.13,5.58,12.56,557.65,50,0.25
6303227,560.58,0.53,0.1325,650.45,0.86,325.23,86.09,50,0.25
6303228,14600.0,0.8,0.2,2701.85,5.4,1350.92,540.18,50,0.25
6303230,12410.0,3.69,0.9225,1159.85,10.7,579.92,1069.98,50,0.25
6303233,285.77,0.68,0.17,410.0,0.7,205.0,69.85,50,0.25
6303234,843.05,2.06,0.515,404.6,2.08,202.3,208.18,50,0.25
6303236,324.38,4.42,1.105,171.33,1.89,85.66,189.15,50,0.25
6303242,6205.0,4.55,1.1375,738.58,8.4,369.29,840.07,50,0.25
6303243,7300.0,13.96,3.49,457.35,15.96,228.68,1596.09,50,0.25
6303246,43.58,19.22,4.805,30.12,1.45,15.06,144.86,50,0.25
6303255,6570.0,1.55,0.3875,1302.11,5.05,651.05,504.78,50,0.25
6303257,88.45,5.15,1.2875,82.88,1.07,41.44,106.85,50,0.25
6303259,6205.0,13.67,3.4175,426.11,14.56,213.06,1456.13,50,0.25
6303262,370.12,6.845714285714286,1.7114,147.06,2.52,73.53,251.84,50,0.25
6303263,6570.0,7.82,1.955,579.71,11.33,289.86,1133.18,50,0.25
6303265,53.4,32.15,8.0375,25.78,2.07,12.89,207.1,50,0.25
6303267,8030.0,11.96,2.99,518.23,15.5,259.12,1549.77,50,0.25
6303271,163.39,8.8,2.2,86.18,1.9,43.09,189.8,50,0.25
6303275,114.53,8.95,2.2375,71.54,1.6,35.77,160.04,50,0.25
6303277,7300.0,1.37,0.3425,1459.93,5.0,729.96,500.01,50,0.25
6303278,1628.29,1.888529411764706,0.4721,587.28,2.77,293.64,277.13,50,0.25
6303279,113.07,3.0382444444444445,0.7596,122.01,0.93,61.0,92.84,50,0.25
6303281,144.08,10.85,2.7125,72.88,1.98,36.44,197.84,50,0.25
6303283,444.07,25.92,6.48,82.78,5.36,41.39,536.21,50,0.25
6303286,6205.0,9.8,2.45,503.25,12.33,251.62,1232.97,50,0.25
6303287,16395.8,9.84,2.46,816.39,20.08,408.2,2008.17,50,0.25
6303289,101.57,15.24,3.81,51.63,1.97,25.82,196.87,50,0.25
6303292,6205.0,32.9467,8.2367,274.47,22.61,137.24,2260.9,50,0.25
6303294,295.73,7.21,1.8025,128.09,2.31,64.04,230.93,50,0.25
6303295,151.0,1.76,0.44,185.25,0.82,92.62,81.75,50,0.25
6303296,1551.25,16.0425,4.0106,196.67,7.89,98.34,788.9,50,0.25
6303297,51.98,23.008000000000003,5.752,30.06,1.73,15.03,172.95,50,0.25
6303298,12410.0,27.08,6.77,428.15,28.99,214.08,2898.82,50,0.25
6303302,79.22,3.75,0.9375,91.92,0.86,45.96,86.09,50,0.25
6303305,45.3,15.7,3.925,33.97,1.33,16.98,133.15,50,0.25
6303308,14600.0,6.380000000000001,1.595,956.74,15.26,478.37,1526.0,50,0.25
6303309,2205.56,3.8,0.95,481.83,4.58,240.92,457.87,50,0.25
6303313,31.26,31.57,7.8925,19.9,1.57,9.95,157.03,50,0.25
6303314,239.59,30.192,7.548,56.34,4.25,28.17,425.13,50,0.25
6303317,141.09,28.277625,7.0694,44.67,3.16,22.34,315.93,50,0.25
6303318,7300.0,18.33,4.5825,399.13,18.29,199.56,1828.98,50,0.25
6303326,70.82,55.15,13.7875,22.66,3.13,11.33,312.71,50,0.25
6303327,679.25,4.1,1.025,257.43,2.64,128.72,263.94,50,0.25
6303328,2399.77,4.9729629629629635,1.2432,439.35,5.46,219.68,546.11,50,0.25
6303329,2801.51,5.77,1.4425,440.7,6.36,220.35,635.85,50,0.25
6303335,541.97,4.241464285714286,1.0604,226.08,2.4,113.04,239.87,50,0.25
6303336,94.45,22.9,5.725,40.62,2.33,20.31,232.77,50,0.25
6303340,7300.0,17.34,4.335,410.36,17.79,205.18,1778.96,50,0.25
6303345,66.97,5.76,1.44,68.2,0.98,34.1,98.1,50,0.25
6303346,6570.0,26.23,6.5575,316.53,20.76,158.26,2075.79,50,0.25
6303348,12589.74,9.111662500000001,2.2779,743.43,16.93,371.72,1693.24,50,0.25
6303350,14075.81,15.500575,3.8751,602.69,23.35,301.35,2335.26,50,0.25
6303353,11737.07,1.7652853333333334,0.4413,1630.85,7.2,815.42,719.84,50,0.25
6303354,456.25,2.43,0.6075,274.05,1.66,137.02,166.24,50,0.25
6303355,536.09,1.05,0.2625,451.91,1.19,225.96,118.81,50,0.25
6303356,3509.25,1.2406060606060605,0.3102,1063.62,3.3,531.81,329.97,50,0.25
6303357,1818.81,3.39,0.8475,463.26,3.93,231.63,392.81,50,0.25
6303358,2592.57,2.1360869565217393,0.534,696.78,3.72,348.39,372.04,50,0.25
6303359,2520.63,2.39,0.5975,649.51,3.88,324.76,388.04,50,0.25
6303360,611.16,3.456754545454545,0.8642,265.93,2.3,132.96,229.9,50,0.25
6303362,3223.05,6.7198839999999995,1.68,438.0,7.36,219.0,735.92,50,0.25
6303363,961.92,8.907142857142857,2.2268,207.84,4.63,103.92,462.91,50,0.25
6303364,941.34,9.702222222222222,2.4256,197.0,4.78,98.5,477.92,50,0.25
6303365,48.41,12.636666666666668,3.1592,39.15,1.24,19.58,123.86,50,0.25
6303366,5475.0,2.76,0.69,890.77,6.15,445.38,614.81,50,0.25
6303367,1608.13,5.160319047619048,1.2901,353.06,4.55,176.53,455.24,50,0.25
6303371,746.47,1.182588888888889,0.2956,502.52,1.49,251.26,148.77,50,0.25
6303373,130.96,4.514749999999999,1.1287,107.72,1.22,53.86,121.79,50,0.25
6303374,1215.63,1.2506454545454544,0.3127,623.5,1.95,311.75,194.98,50,0.25
6303380,532.59,1.35,0.3375,397.25,1.34,198.62,134.03,50,0.25
6303381,217.45,1.4033333333333333,0.3508,248.97,0.87,124.48,87.17,50,0.25
6303401,221.05,57.32,14.33,39.28,5.63,19.64,562.94,50,0.25
6303420,1854.34,6.539166666666667,1.6348,336.79,5.51,168.4,550.8,50,0.25
6303432,282.09,27.8825,6.9706,63.61,4.43,31.8,443.17,50,0.25
6303435,1414.38,5.63,1.4075,317.0,4.46,158.5,446.09,50,0.25
6303437,77.26,8.34,2.085,60.87,1.27,30.44,126.97,50,0.25
6303473,10601.59,0.7310875,0.1828,2408.23,4.4,1204.12,440.11,50,0.25
6303478,341640.0,0.8,0.2,13069.81,26.14,6534.9,2613.98,50,0.25
6303486,534.43,4.140909090909091,1.0352,227.21,2.35,113.6,235.1,50,0.25
6303487,7665.0,13.11,3.2775,483.6,15.85,241.8,1585.0,50,0.25
6303494,42.47,2.39,0.5975,84.31,0.5,42.16,50.19,50,0.25
6303526,371.19,1.0739,0.2685,371.81,1.0,185.9,99.91,50,0.25
6303534,46720.0,0.28,0.07,8169.63,5.72,4084.82,571.94,50,0.25
6303545,35770.0,1.4815,0.3704,3107.59,11.51,1553.8,1151.03,50,0.25
6303549,915.29,0.7529444444444445,0.1882,697.38,1.31,348.69,131.12,50,0.25
6303566,1119.86,1.2022222222222223,0.3006,610.36,1.83,305.18,183.24,50,0.25
6303592,448.93,10.020000000000001,2.505,133.87,3.35,66.94,335.18,50,0.25
6303598,292365.0,1.2778,0.3194,9567.43,30.56,4783.72,3055.92,50,0.25
6303603,2176.73,13.003685714285714,3.2509,258.76,8.41,129.38,841.1,50,0.25
6303606,184.22,31.95,7.9875,48.02,3.84,24.01,383.78,50,0.25
6303608,1163.25,4.990869565217391,1.2477,305.34,3.81,152.67,380.99,50,0.25
6303613,38325.0,3.7,0.925,2035.5,18.83,1017.75,1882.92,50,0.25
6303618,6205.0,5.6291,1.4073,664.01,9.34,332.0,934.22,50,0.25
6303621,117.12,7.222222222222222,1.8056,80.54,1.45,40.27,145.21,50,0.25
6303625,529.71,1.6328666666666667,0.4082,360.23,1.47,180.12,147.02,50,0.25
6303631,22265.0,1.53,0.3825,2412.66,9.23,1206.33,922.92,50,0.25
6303632,13385.8,1.29412,0.3235,2034.16,6.58,1017.08,658.03,50,0.25
6303637,562.37,7.482264705882352,1.8706,173.39,3.24,86.7,324.18,50,0.25
6303638,2008.02,2.1291304347826085,0.5323,614.19,3.27,307.1,326.97,50,0.25
6303639,348.47,122.27266666666668,30.5682,33.76,10.32,16.88,1031.99,50,0.25
6303642,14600.0,10.69,2.6725,739.12,19.75,369.56,1975.15,50,0.25
6303656,239.53,2.17,0.5425,210.13,1.14,105.06,114.0,50,0.25
6303657,122.8,1.4506666666666668,0.3627,184.0,0.67,92.0,66.87,50,0.25
6303662,59.25,17.80333333333333,4.4508,36.49,1.62,18.24,162.18,50,0.25
6303668,1344.56,2.445263157894737,0.6113,468.99,2.87,234.5,286.85,50,0.25
6303670,982.28,1.157036923076923,0.2893,582.7,1.69,291.35,168.79,50,0.25
6303683,826.29,0.7874,0.1968,647.97,1.28,323.98,127.76,50,0.25
6303684,124100.0,0.6935,0.1734,8459.82,14.67,4229.91,1466.97,50,0.25
6303697,78110.0,1.1692,0.2923,5169.39,15.11,2584.7,1511.01,50,0.25
6303732,13413.75,32.05,8.0125,409.16,32.78,204.58,3278.2,50,0.25
6303736,95.45,57.55457142857143,14.3886,25.76,3.71,12.88,370.83,50,0.25
6303743,3218.19,0.979475,0.2449,1146.33,2.81,573.16,280.87,50,0.25
6303746,32.78,11.086886666666667,2.7717,34.39,0.95,17.2,95.17,50,0.25
6303751,787.42,0.92945,0.2324,582.08,1.35,291.04,135.14,50,0.25
6303760,73000.0,4.389,1.0972,2579.4,28.3,1289.7,2830.06,50,0.25
6303767,48615.96,1.1616667441860464,0.2904,4091.58,11.88,2045.79,1188.1,50,0.25
6303781,4371.75,5.400237096774194,1.3501,569.04,7.68,284.52,768.13,50,0.25
6303788,38.83,32.12,8.03,21.99,1.77,11.0,176.83,50,0.25
6303793,2818.55,5.42340625,1.3559,455.93,6.18,227.96,618.09,50,0.25
6303798,14600.0,5.49,1.3725,1031.38,14.16,515.69,1415.78,50,0.25
6303799,117.74,13.461428571428572,3.3654,59.15,1.99,29.58,199.05,50,0.25
6303800,985.44,7.5257499999999995,1.8814,228.86,4.31,114.43,430.79,50,0.25
6303804,426.77,10.039463636363637,2.5099,130.4,3.27,65.2,327.15,50,0.25
6303812,200.16,6.320000000000001,1.58,112.55,1.78,56.28,177.92,50,0.25
6303813,429.08,3.45,0.8625,223.04,1.92,111.52,192.19,50,0.25
6303817,1520.72,3.8816216216216217,0.9704,395.87,3.84,197.94,384.08,50,0.25
6303818,231.34,5.086666666666667,1.2717,134.88,1.72,67.44,171.76,50,0.25
6303820,635.33,1.46,0.365,417.21,1.52,208.6,152.14,50,0.25
6303821,655.85,3.5,0.875,273.78,2.4,136.89,239.78,50,0.25
6303822,44.6,47.24333333333333,11.8108,19.43,2.3,9.72,229.8,50,0.25
6303823,873.21,1.8978833333333334,0.4745,428.98,2.04,214.49,203.78,50,0.25
6303826,630.45,40.45,10.1125,78.96,7.98,39.48,798.24,50,0.25
6303827,619.6,12.52586875,3.1315,140.66,4.4,70.33,440.24,50,0.25
6303828,1008.47,8.67,2.1675,215.7,4.68,107.85,467.76,50,0.25
6303830,6268.62,1.2781227272727274,0.3195,1400.72,4.48,700.36,447.77,50,0.25
6303837,6570.0,9.47,2.3675,526.79,12.47,263.4,1247.1,50,0.25
6303840,409.41,2.0202666666666667,0.5051,284.7,1.44,142.35,143.9,50,0.25
6303852,59.69,31.372000000000003,7.843,27.59,2.16,13.8,216.23,50,0.25
6303853,427.57,12.487857142857143,3.122,117.03,3.65,58.52,365.2,50,0.25
6303857,1550.07,8.798840555555556,2.1997,265.46,5.84,132.73,583.97,50,0.25
6303859,8030.0,1.75,0.4375,1354.78,5.93,677.39,592.86,50,0.25
6303861,21900.0,10.26,2.565,924.01,23.7,462.0,2370.03,50,0.25
6303866,6205.0,86.4,21.6,169.49,36.61,84.74,3660.88,50,0.25
6303880,1079.22,7.221428571428571,1.8054,244.49,4.41,122.24,441.19,50,0.25
6303882,33.8,11.870000000000001,2.9675,33.75,1.0,16.88,100.09,50,0.25
6303886,187245.0,1.9568,0.4892,6186.74,30.27,3093.37,3026.78,50,0.25
6303888,11411.11,1.01912,0.2548,2116.24,5.39,1058.12,539.11,50,0.25
6303890,8030.0,96.72,24.18,182.23,44.07,91.12,4406.78,50,0.25
6303901,11497.5,1.0367666666666666,0.2592,2106.13,5.46,1053.06,545.95,50,0.25
6303920,6570.0,65.95,16.4875,199.62,32.91,99.81,3291.12,50,0.25
6303921,3290.07,2.46845,0.6171,730.17,4.51,365.08,450.79,50,0.25
6303923,11945.0,0.849,0.2122,2372.58,5.03,1186.29,503.23,50,0.25
6303928,22995.0,20.25,5.0625,673.96,34.12,336.98,3411.96,50,0.25
6303929,3055.81,24.357142857142858,6.0893,224.02,13.64,112.01,1364.06,50,0.25
6303934,20046.29,0.9416928571428571,0.2354,2918.19,6.87,1459.1,686.97,50,0.25
6303935,332.24,5.81,1.4525,151.24,2.2,75.62,219.84,50,0.25
6303936,297840.0,1.12655,0.2816,10284.31,28.96,5142.16,2896.03,50,0.25
6303940,74460.0,0.86,0.215,5884.94,12.65,2942.47,1265.13,50,0.25
6303947,67.51,37.836666666666666,9.4592,26.72,2.53,13.36,252.87,50,0.25
6303948,89.75,6.68,1.67,73.31,1.22,36.66,122.22,50,0.25
6303957,7300.0,2.45,0.6125,1091.71,6.69,545.86,668.84,50,0.25
6303958,1104.36,1.795,0.4488,496.05,2.23,248.02,222.81,50,0.25
6303961,1622.22,8.765,2.1912,272.09,5.96,136.04,596.09,50,0.25
6303963,47.02,7.789985714285714,1.9475,49.14,0.96,24.57,95.85,50,0.25
6303964,4330.91,1.2860857142857143,0.3215,1160.64,3.73,580.32,373.07,50,0.25
6303966,105.12,15.69,3.9225,51.77,2.03,25.88,203.01,50,0.25
6303968,4041.34,0.822225,0.2056,1402.01,2.88,701.0,288.13,50,0.25
6303969,2940.73,2.15,0.5375,739.67,3.98,369.84,397.79,50,0.25
6303978,7665.0,22.9415,5.7354,365.57,20.97,182.78,2096.82,50,0.25
6303979,1024555.0,1.9801,0.495,14386.83,71.21,7193.42,7121.24,50,0.25
6303984,14600.0,49.17,12.2925,344.63,42.36,172.32,4236.24,50,0.25
6303987,584.0,19.306977777777778,4.8267,110.0,5.31,55.0,530.97,50,0.25
6303989,1898000.0,1.03,0.2575,27149.35,69.91,13574.68,6990.98,50,0.25
6303990,7300.0,163.8,40.95,133.52,54.67,66.76,5467.32,50,0.25
6303992,54.07,54.31666666666666,13.5792,19.95,2.71,9.98,271.02,50,0.25
6303993,67227.91,0.923725,0.2309,5395.89,12.46,2697.94,1245.95,50,0.25
6303995,496.86,15.956666666666665,3.9892,111.6,4.45,55.8,445.1,50,0.25
6303998,73000.0,2.75,0.6875,3258.56,22.4,1629.28,2240.13,50,0.25
6303K44,3650.0,6.15,1.5375,487.24,7.49,243.62,749.07,50,0.25
6303K45,1095.0,6.91,1.7275,251.77,4.35,125.88,434.96,50,0.25
6303K56,1095.0,8.94,2.235,221.34,4.95,110.67,494.85,50,0.25
6304000,10082.73,0.8917739130434782,0.2229,2126.84,4.74,1063.42,474.04,50,0.25
6304005,93.76,63.739999999999995,15.935,24.26,3.86,12.13,386.29,50,0.25
6304015,38424.17,0.9115751724137932,0.2279,4106.11,9.36,2053.05,935.89,50,0.25
6304022,634.78,1.3594499999999998,0.3399,432.15,1.47,216.08,146.95,50,0.25
6304034,1336.0,0.683,0.1708,884.42,1.51,442.21,151.03,50,0.25
6304081,3821.62,1.7056666666666667,0.4264,946.71,4.04,473.36,403.84,50,0.25
6304095,52.28,5.400000000000001,1.35,62.23,0.84,31.12,84.01,50,0.25
6304096,7785.45,7.7979,1.9495,631.95,12.32,315.98,1232.0,50,0.25
6304099,1437.57,16.79,4.1975,185.06,7.77,92.53,776.89,50,0.25
6304100,13426.46,2.1726125,0.5432,1572.17,8.54,786.08,854.0,50,0.25
6304101,190.54,57.04999999999999,14.2625,36.55,5.21,18.27,521.08,50,0.25
6304106,289.27,61.94521739130435,15.4863,43.22,6.69,21.61,669.16,50,0.25
6304113,514.97,16.52,4.13,111.66,4.61,55.83,461.08,50,0.25
6304126,40.78,46.49,11.6225,18.73,2.18,9.36,217.79,50,0.25
6304129,7300.0,30.39,7.5975,309.97,23.55,154.99,2355.04,50,0.25
6304135,1498.5,1.1803105263157894,0.2951,712.6,2.1,356.3,210.14,50,0.25
6304138,323.49,45.96201666666666,11.4905,53.06,6.1,26.53,609.84,50,0.25
6304139,1177.81,7.609285714285714,1.9023,248.83,4.73,124.42,473.18,50,0.25
6304141,275.99,53.062777777777775,13.2657,45.61,6.05,22.8,604.96,50,0.25
6304148,623.63,3.186,0.7965,279.81,2.23,139.9,222.93,50,0.25
6304149,383.89,11.299999999999999,2.825,116.57,3.29,58.28,329.14,50,0.25
6304150,309.98,7.388800000000001,1.8472,129.54,2.39,64.77,239.14,50,0.25
6304154,843.46,10.75,2.6875,177.16,4.76,88.58,476.06,50,0.25
6304161,7300.0,31.66,7.915,303.69,24.04,151.84,2403.81,50,0.25
6304163,407.82,10.363,2.5908,125.46,3.25,62.73,325.02,50,0.25
6304175,6570.0,143.67,35.9175,135.25,48.58,67.62,4857.74,50,0.25
6304179,3442.53,4.7459,1.1865,538.65,6.39,269.32,639.05,50,0.25
6304180,80665.0,0.9151,0.2288,5937.65,13.59,2968.82,1358.77,50,0.25
6304181,306.91,5.952153846153847,1.488,143.62,2.14,71.81,213.85,50,0.25
6304182,35427.22,1.0393375,0.2598,3692.74,9.59,1846.37,959.19,50,0.25
6304189,492.2,10.38,2.595,137.72,3.57,68.86,357.19,50,0.25
6304193,6205.0,47.41,11.8525,228.81,27.12,114.4,2711.93,50,0.25
6304195,2746.88,2.825825,0.7065,623.54,4.41,311.77,440.77,50,0.25
6304203,36500.0,10.84,2.71,1160.54,31.45,580.27,3145.03,50,0.25
6304208,294.48,5.033333333333333,1.2583,152.98,1.92,76.49,192.25,50,0.25
6304209,107310.0,42.77333333333333,10.6933,1001.76,107.12,500.88,10712.06,50,0.25
6304211,17240.63,1.2992499999999998,0.3248,2303.93,7.48,1151.96,748.16,50,0.25
6304212,5334.28,1.547060606060606,0.3868,1174.34,4.54,587.17,454.12,50,0.25
6304214,62.71,31.349999999999998,7.8375,28.29,2.22,14.14,221.82,50,0.25
6304215,70.87,26.564999999999998,6.6412,32.67,2.17,16.34,217.02,50,0.25
6304220,7300.0,15.15,3.7875,439.02,16.63,219.51,1662.89,50,0.25
6304222,58400.0,7.02,1.755,1824.18,32.01,912.09,3201.22,50,0.25
6304225,98.59,50.15,12.5375,28.04,3.52,14.02,351.78,50,0.25
6304227,972.58,69.0,17.25,75.09,12.95,37.54,1295.06,50,0.25
6304228,1041.4,69.0,17.25,77.7,13.4,38.85,1340.16,50,0.25
6304233,10692.03,1.3136444444444446,0.3284,1804.38,5.93,902.19,592.78,50,0.25
6304243,106.63,1.85705,0.4643,151.54,0.7,75.77,70.18,50,0.25
6304244,292000.0,1.0548,0.2637,10522.92,27.75,5261.46,2774.95,50,0.25
6304254,199.71,5.163142857142857,1.2908,124.39,1.61,62.2,160.79,50,0.25
6304259,35040.0,5.95,1.4875,1534.81,22.83,767.4,2283.01,50,0.25
6304265,123.94,35.72,8.93,37.25,3.33,18.62,332.78,50,0.25
6304268,8924.82,1.5389021212121212,0.3847,1523.14,5.86,761.57,585.98,50,0.25
6304269,10226.94,0.914975,0.2287,2114.66,4.84,1057.33,483.81,50,0.25
6304270,211.89,7.800000000000001,1.95,104.24,2.03,52.12,203.13,50,0.25
6304271,65700.0,4.54,1.135,2405.94,27.31,1202.97,2730.87,50,0.25
6304277,76102.5,1.1572,0.2893,5128.91,14.84,2564.46,1483.9,50,0.25
6304280,29200.0,10.86,2.715,1037.07,28.16,518.54,2815.84,50,0.25
6304282,36500.0,6.4775,1.6194,1501.31,24.31,750.66,2431.12,50,0.25
6304288,93440.0,2.849,0.7123,3621.89,25.8,1810.94,2579.93,50,0.25
6304296,5360.94,2.03355,0.5084,1026.88,5.22,513.44,522.03,50,0.25
6304300,3650.0,8.27,2.0675,420.17,8.69,210.08,868.84,50,0.25
6304301,48.67,360.0,90.0,7.35,6.62,3.68,662.2,50,0.25
6304302,507.13,8.47375,2.1184,154.72,3.28,77.36,327.88,50,0.25
6304312,69.62,91.0,22.75,17.49,3.98,8.74,397.84,50,0.25
6304313,54.1,91.0,22.75,15.42,3.51,7.71,350.9,50,0.25
6304317,2768.85,1.2284764705882354,0.3071,949.53,2.92,474.76,291.8,50,0.25
6304327,81.11,3.72,0.93,93.39,0.87,46.7,86.93,50,0.25
6304329,6205.0,28.45,7.1125,295.37,21.01,147.68,2100.87,50,0.25
6304332,3797.77,2.1846654545454545,0.5462,833.85,4.55,416.92,455.22,50,0.25
6304334,6363.45,1.84175,0.4604,1175.65,5.41,587.83,541.14,50,0.25
6304339,36.97,15.280000000000001,3.82,31.11,1.19,15.56,118.94,50,0.25
6304343,635.38,3.0079999999999996,0.752,290.68,2.19,145.34,218.8,50,0.25
6304349,365.0,0.0,0.0,,,,,50,0.25
6304352,2874.38,16.915,4.2288,260.71,11.03,130.35,1102.72,50,0.25
6304354,7300.0,49.98,12.495,241.71,30.2,120.86,3020.15,50,0.25
6304355,73000.0,10.83,2.7075,1642.02,44.46,821.01,4445.88,50,0.25
6304360,164.68,3.6316666666666664,0.9079,134.68,1.22,67.34,122.14,50,0.25
6304361,1983.01,5.674609523809524,1.4187,373.87,5.3,186.94,530.21,50,0.25
6304369,8030.0,9.99,2.4975,567.03,14.16,283.52,1416.09,50,0.25
6304371,229.95,7.22,1.805,112.87,2.04,56.44,203.87,50,0.25
6304372,548.31,29.98,7.495,85.53,6.41,42.76,640.99,50,0.25
6304375,1021.2,1.2016666666666669,0.3004,583.05,1.75,291.52,175.07,50,0.25
6304380,613.64,3.598472727272727,0.8996,261.18,2.35,130.59,234.98,50,0.25
6304383,1911.49,2.088833333333333,0.5222,605.02,3.16,302.51,315.97,50,0.25
6304390,7300.0,2.33,0.5825,1119.47,6.52,559.74,652.05,50,0.25
6304394,146365.0,1.2827,0.3207,6755.68,21.67,3377.84,2166.77,50,0.25
6304397,36500.0,1.35,0.3375,3288.59,11.1,1644.3,1109.95,50,0.25
6304399,560.86,58.413125,14.6033,61.97,9.05,30.98,904.91,50,0.25
6304402,21900.0,106.47,26.6175,286.84,76.35,143.42,7634.98,50,0.25
6304403,960.86,2.6614285714285715,0.6654,380.0,2.53,190.0,252.93,50,0.25
6304411,1963.96,2.3042857142857143,0.5761,583.87,3.36,291.94,336.19,50,0.25
6304412,2910.58,0.8899999999999999,0.2225,1143.73,2.54,571.86,254.24,50,0.25
6304414,108.15,2.95,0.7375,121.1,0.89,60.55,89.16,50,0.25
6304416,1194.55,140.26153333333332,35.0654,58.37,20.47,29.18,2046.71,50,0.25
6304423,45.15,41.09,10.2725,20.96,2.15,10.48,215.16,50,0.25
6304425,285.65,37.739999999999995,9.435,55.02,5.19,27.51,519.06,50,0.25
6304428,47.84,25.459999999999997,6.365,27.42,1.74,13.71,174.26,50,0.25
6304434,14600.0,6.37,1.5925,957.5,15.25,478.75,1524.91,50,0.25
6304449,138.56,39.99,9.9975,37.23,3.72,18.61,372.05,50,0.25
6304450,97.59,38.65,9.6625,31.78,3.07,15.89,307.04,50,0.25
6304456,3734.45,4.757015454545454,1.1893,560.36,6.66,280.18,666.22,50,0.25
6306-2RSJ,365.0,49.99,12.4975,54.04,6.75,27.02,675.18,50,0.25
6309001,723.43,4.2624933333333335,1.0656,260.56,2.78,130.28,277.83,50,0.25
6309003,4015.0,3.4845,0.8711,678.9,5.91,339.45,591.19,50,0.25
6309008,1408.94,4.475700000000001,1.1189,354.85,3.97,177.42,397.02,50,0.25
6309011,1221.08,1.495515,0.3739,571.47,2.14,285.74,213.84,50,0.25
6309013,140.16,11.931666666666667,2.9829,68.55,2.04,34.28,204.25,50,0.25
6309027,107.54,65.61771428571429,16.4044,25.6,4.2,12.8,419.98,50,0.25
6309030,397.72,69.3629411764706,17.3407,47.89,8.3,23.94,830.14,50,0.25
6309033,24.13,44.19,11.0475,14.78,1.63,7.39,163.14,50,0.25
6309041,42.21,6.165,1.5412,52.33,0.81,26.16,80.82,50,0.25
6309045,730.0,6.05,1.5125,219.69,3.32,109.84,332.13,50,0.25
6309047,725.38,6.176,1.544,216.75,3.35,108.38,334.84,50,0.25
6309055,365.0,66.87,16.7175,46.73,7.81,23.36,781.02,50,0.25
6309058,929.09,5.4433333333333325,1.3608,261.3,3.56,130.65,355.79,50,0.25
6309069,2119.35,1.7095600000000002,0.4274,704.18,3.01,352.09,300.98,50,0.25
6309071,109500.0,1.86,0.465,4852.67,22.56,2426.34,2256.25,50,0.25
6309074,177.17,6.3,1.575,106.06,1.67,53.03,167.02,50,0.25
6309076,24.04,3.7378,0.9344,50.72,0.47,25.36,47.2,50,0.25
6309078,3285.0,8.2873,2.0718,398.19,8.25,199.1,825.0,50,0.25
6309097,543.35,36.4,9.1,77.27,7.03,38.64,703.12,50,0.25
6309118,196.98,3.1339,0.7835,158.56,1.24,79.28,124.12,50,0.25
6309130,398.18,19.34,4.835,90.75,4.39,45.38,438.91,50,0.25
6309157,195.54,2.0250000000000004,0.5063,196.52,1.0,98.26,99.75,50,0.25
6309163,19.3,4.134,1.0335,43.21,0.45,21.6,44.82,50,0.25
6309172,1251.43,9.560342857142857,2.3901,228.82,5.47,114.41,546.95,50,0.25
6309176,1069.56,2.421724137931035,0.6054,420.32,2.54,210.16,254.23,50,0.25
6309178,131765.0,3.487,0.8718,3887.69,33.89,1943.84,3389.14,50,0.25
6309179,665.62,4.34,1.085,247.68,2.69,123.84,268.87,50,0.25
6309180,228.53,9.62634,2.4066,97.45,2.35,48.72,234.75,50,0.25
6309181,475.61,12.06,3.015,125.6,3.79,62.8,378.84,50,0.25
6309182,181.09,23.464000000000002,5.866,55.56,3.26,27.78,325.96,50,0.25
6309184,134.08,6.069325,1.5173,94.0,1.43,47.0,142.81,50,0.25
6309185,9788.22,2.21,0.5525,1331.02,7.35,665.51,735.19,50,0.25
6309186,534.15,10.12,2.53,145.3,3.68,72.65,367.8,50,0.25
6309188,185.69,8.44,2.11,93.81,1.98,46.9,197.96,50,0.25
6309189,185.59,5.8066666666666675,1.4517,113.07,1.64,56.54,164.08,50,0.25
6309205,3.56,50.17,12.5425,5.33,0.67,2.66,66.86,50,0.25
